 [File Information]      		 [Data Line]	36
Measured Date	2016/09/08 11:06:36
ID	03001	Version	5.01
Name	ChiK13	[HeaderType]	5.01/2.01
Comment	
[Measurement Info.]
Holder Location	      19
Block Design	Off     
Pre.Rest Time	      60
Task Time	     120
Pos.Rest Time	      30
Loop	       1
Averaging	       1
Total Points	   10913
[.INF File]
Filename	thuong0402.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
   0.00,  0.00,  0.00,  0.00,536.00,458.00,653.00,  0.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Voltage 
Time Range	    0.00	  600.16	Averaing	1
(8,6)(3,6)(8,7)(5,6)(3,5)(5,7)(5,5)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7
Time(sec)	Task	Mark	Count	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm
   579.590	2	0	    0	    0.849470	    0.781415	    0.799115	    1.970703	    1.442130	    1.962463	    2.110780	    1.557488	    1.715877	    0.321813	    0.242466	    0.236973	    1.807431	    1.473869	    1.564202	    2.089113	    1.461357	    1.387198	    2.020142	    1.472038	    1.432975
   579.645	2	0	    0	    0.845502	    0.779889	    0.800946	    1.978027	    1.438773	    1.960021	    2.112917	    1.544060	    1.741207	    0.323339	    0.243076	    0.238193	    1.816587	    1.469596	    1.559014	    2.127565	    1.458000	    1.381704	    2.022583	    1.472343	    1.437858
   579.700	2	0	    0	    0.847639	    0.782635	    0.803998	    1.970703	    1.438773	    1.954223	    2.106508	    1.557183	    1.740597	    0.323033	    0.245212	    0.239719	    1.804685	    1.469291	    1.551385	    2.128481	    1.461662	    1.387503	    2.025025	    1.483635	    1.437247
   579.755	2	0	    0	    0.852522	    0.780804	    0.805219	    1.976806	    1.434501	    1.961547	    2.110170	    1.557794	    1.730831	    0.324559	    0.243687	    0.241245	    1.812619	    1.472038	    1.566644	    2.135805	    1.461967	    1.393606	    2.041199	    1.485161	    1.452811
   579.810	2	0	    0	    0.850385	    0.783856	    0.805219	    1.975586	    1.442435	    1.966735	    2.137026	    1.555047	    1.736629	    0.325780	    0.245823	    0.242161	    1.816892	    1.476616	    1.571832	    2.115663	    1.467765	    1.405509	    2.048524	    1.492790	    1.463188
   579.865	2	0	    0	    0.852827	    0.784771	    0.805829	    1.975891	    1.443961	    1.964294	    2.143130	    1.557794	    1.732357	    0.326085	    0.246433	    0.240330	    1.818723	    1.482414	    1.570611	    2.137026	    1.484550	    1.406729	    2.054017	    1.504997	    1.462272
   579.920	2	0	    0	    0.854353	    0.787518	    0.810712	    1.985351	    1.448539	    1.968566	    2.138552	    1.573663	    1.761349	    0.327001	    0.247654	    0.242466	    1.822080	    1.488518	    1.580377	    2.151675	    1.487602	    1.414054	    2.064393	    1.510796	    1.470817
   579.975	2	0	    0	    0.855879	    0.792706	    0.811933	    1.990539	    1.450065	    1.973449	    2.140688	    1.570306	    1.754330	    0.327306	    0.247044	    0.243381	    1.834287	    1.494621	    1.587701	    2.146181	    1.486687	    1.410697	    2.075685	    1.521172	    1.479973
   580.030	2	0	    0	    0.858625	    0.790875	    0.814374	    1.994507	    1.450065	    1.982605	    2.155642	    1.566949	    1.767147	    0.326390	    0.247044	    0.243381	    1.838254	    1.496452	    1.588922	    2.154726	    1.494926	    1.448539	    2.081483	    1.523613	    1.492485
   580.085	2	0	    0	    0.861372	    0.793927	    0.814374	    1.996948	    1.454948	    1.992065	    2.182498	    1.587701	    1.763180	    0.325780	    0.245212	    0.243992	    1.835508	    1.495537	    1.602350	    2.172732	    1.507134	    1.425040	    2.093385	    1.532464	    1.496757
   580.140	2	0	    0	    0.864424	    0.795758	    0.820783	    2.008850	    1.461967	    1.989014	    2.175479	    1.608453	    1.792172	    0.326696	    0.246433	    0.243687	    1.848020	    1.508049	    1.602350	    2.173037	    1.510796	    1.441825	    2.110475	    1.544976	    1.512322
   580.195	2	0	    0	    0.864118	    0.796063	    0.819867	    2.007019	    1.464408	    2.002441	    2.165103	    1.611810	    1.775082	    0.327611	    0.247959	    0.243687	    1.855650	    1.515373	    1.609369	    2.194095	    1.512627	    1.447623	    2.124514	    1.561151	    1.522393
   580.250	2	0	    0	    0.852827	    0.783246	    0.807965	    1.995117	    1.462577	    1.987182	    2.129397	    1.565728	    1.757992	    0.323339	    0.242161	    0.240330	    1.837339	    1.504387	    1.590448	    2.143130	    1.490959	    1.405814	    2.096742	    1.532158	    1.497063
   580.305	2	0	    0	    0.849470	    0.782635	    0.803082	    1.981994	    1.445792	    1.972534	    2.119631	    1.549859	    1.740597	    0.320592	    0.242466	    0.238804	    1.819638	    1.487602	    1.575189	    2.137942	    1.467460	    1.389944	    2.085756	    1.523003	    1.497368
   580.360	2	0	    0	    0.850690	    0.785992	    0.802472	    1.982300	    1.443351	    1.965515	    2.132448	    1.557183	    1.722286	    0.323033	    0.243381	    0.238499	    1.821469	    1.483940	    1.569085	    2.138552	    1.467460	    1.408255	    2.093996	    1.526055	    1.490654
   580.415	2	0	    0	    0.849470	    0.785687	    0.805219	    1.981384	    1.440299	    1.963684	    2.128176	    1.565118	    1.741817	    0.324254	    0.245212	    0.240330	    1.824216	    1.483024	    1.572442	    2.140688	    1.490349	    1.404593	    2.098268	    1.539788	    1.496147
   580.470	2	0	    0	    0.852522	    0.785687	    0.809186	    1.987488	    1.442130	    1.972229	    2.137942	    1.557794	    1.740597	    0.325475	    0.245518	    0.242161	    1.817502	    1.485771	    1.577325	    2.138552	    1.472953	    1.425345	    2.103151	    1.538262	    1.504387
   580.525	2	0	    0	    0.851301	    0.785382	    0.806744	    1.984741	    1.447623	    1.974975	    2.136110	    1.569085	    1.746090	    0.326390	    0.245823	    0.242771	    1.819944	    1.482414	    1.582513	    2.142824	    1.487907	    1.425040	    2.104067	    1.532158	    1.508354
   580.580	2	0	    0	    0.854047	    0.790570	    0.811322	    1.990539	    1.447013	    1.973144	    2.125429	    1.576410	    1.755856	    0.327916	    0.245518	    0.243381	    1.827268	    1.490959	    1.582513	    2.149538	    1.481193	    1.414969	    2.112001	    1.537957	    1.510491
   580.635	2	0	    0	    0.857710	    0.790875	    0.815290	    1.992370	    1.454643	    1.980163	    2.150759	    1.578851	    1.759823	    0.327306	    0.247044	    0.243992	    1.836118	    1.502861	    1.587701	    2.176394	    1.494621	    1.427481	    2.116884	    1.548028	    1.516899
   580.690	2	0	    0	    0.857099	    0.793317	    0.818036	    1.996643	    1.455253	    1.984436	    2.145876	    1.581292	    1.782712	    0.327611	    0.248264	    0.243992	    1.840085	    1.501335	    1.594720	    2.184939	    1.509575	    1.446098	    2.127871	    1.564813	    1.531243
   580.745	2	0	    0	    0.863508	    0.793317	    0.817121	    2.000305	    1.459831	    1.985657	    2.166323	    1.585565	    1.779355	    0.327001	    0.247654	    0.244907	    1.844968	    1.510185	    1.595026	    2.176394	    1.514458	    1.448234	    2.132753	    1.574578	    1.539788
   580.800	2	0	    0	    0.861982	    0.797589	    0.819257	    2.007019	    1.464714	    2.000916	    2.172427	    1.595331	    1.768673	    0.327306	    0.247044	    0.243381	    1.846189	    1.518730	    1.609369	    2.199283	    1.524834	    1.447623	    2.157778	    1.580377	    1.542535
   580.855	2	0	    0	    0.858625	    0.800946	    0.822614	    2.012512	    1.470817	    2.002747	    2.170901	    1.614252	    1.772946	    0.325475	    0.247044	    0.243687	    1.853208	    1.517205	    1.610285	    2.192569	    1.514458	    1.445487	    2.166018	    1.580682	    1.552300
   580.910	2	0	    0	    0.855573	    0.790875	    0.814374	    2.004578	    1.465629	    1.985962	    2.155642	    1.584344	    1.762264	    0.324865	    0.246128	    0.241550	    1.839475	    1.508965	    1.593500	    2.155032	    1.489738	    1.427176	    2.134890	    1.563287	    1.529412
   580.965	2	0	    0	    0.848554	    0.782940	    0.805524	    1.987488	    1.453422	    1.971313	    2.133364	    1.559625	    1.745785	    0.321508	    0.242771	    0.239109	    1.826963	    1.496452	    1.578546	    2.126955	    1.484245	    1.410697	    2.115358	    1.552911	    1.517510
   581.020	2	0	    0	    0.853132	    0.786603	    0.806744	    1.981079	    1.449454	    1.975891	    2.135195	    1.564202	    1.746395	    0.321813	    0.243687	    0.241245	    1.813230	    1.488518	    1.578851	    2.140688	    1.462882	    1.414359	    2.119020	    1.553216	    1.527581
   581.075	2	0	    0	    0.850690	    0.787213	    0.808881	    1.985657	    1.443046	    1.973754	    2.145876	    1.559625	    1.744564	    0.324254	    0.244602	    0.241245	    1.827878	    1.485771	    1.581903	    2.148318	    1.484245	    1.420768	    2.125429	    1.554437	    1.525139
   581.130	2	0	    0	    0.853742	    0.784161	    0.807660	    1.990234	    1.447623	    1.977722	    2.159304	    1.566033	    1.756161	    0.325780	    0.245823	    0.242771	    1.824216	    1.489738	    1.577630	    2.155337	    1.495232	    1.419852	    2.133364	    1.568780	    1.532158
   581.185	2	0	    0	    0.851301	    0.787213	    0.811322	    1.990234	    1.448539	    1.979858	    2.148928	    1.576410	    1.750668	    0.325780	    0.246738	    0.245212	    1.827878	    1.498283	    1.587701	    2.156252	    1.502556	    1.423819	    2.130007	    1.563897	    1.533074
   581.240	2	0	    0	    0.851911	    0.791791	    0.813764	    1.989319	    1.454643	    1.976501	    2.149844	    1.586786	    1.758297	    0.327306	    0.246433	    0.243992	    1.826658	    1.499809	    1.588312	    2.172122	    1.504997	    1.453727	    2.144961	    1.566949	    1.545586
   581.295	2	0	    0	    0.858320	    0.795148	    0.817731	    1.989929	    1.457084	    1.985351	    2.180056	    1.572137	    1.761349	    0.328222	    0.247044	    0.244602	    1.828489	    1.504997	    1.600824	    2.205081	    1.513542	    1.445792	    2.151369	    1.584955	    1.552911
   581.350	2	0	    0	    0.860456	    0.795758	    0.815900	    1.999390	    1.461051	    1.990539	    2.177310	    1.589227	    1.772030	    0.326696	    0.250095	    0.245823	    1.850156	    1.511101	    1.596857	    2.192874	    1.523308	    1.457389	    2.169986	    1.595331	    1.558099
   581.405	2	0	    0	    0.861677	    0.795148	    0.822309	    2.004273	    1.465019	    1.989624	    2.179751	    1.590448	    1.777218	    0.327611	    0.249790	    0.246128	    1.846799	    1.515984	    1.602045	    2.201419	    1.539788	    1.463798	    2.174563	    1.598993	    1.569085
   581.460	2	0	    0	    0.866560	    0.797284	    0.823224	    2.004273	    1.472648	    2.003662	    2.191958	    1.612421	    1.798581	    0.326696	    0.248264	    0.243992	    1.856260	    1.515984	    1.619440	    2.209964	    1.538567	    1.464103	    2.185245	    1.609064	    1.572747
   581.515	2	0	    0	    0.863508	    0.797589	    0.820783	    2.010071	    1.464714	    2.009155	    2.176699	    1.601129	    1.781796	    0.327306	    0.248569	    0.243992	    1.849851	    1.519646	    1.622492	    2.222782	    1.528191	    1.452506	    2.183413	    1.600824	    1.563592
   581.570	2	0	    0	    0.853437	    0.788434	    0.805219	    1.992065	    1.454032	    1.985657	    2.147707	    1.592584	    1.759213	    0.323033	    0.243992	    0.240635	    1.828183	    1.502556	    1.592584	    2.173648	    1.497368	    1.419547	    2.155947	    1.571221	    1.547723
   581.625	2	0	    0	    0.847944	    0.784466	    0.805524	    1.984436	    1.448539	    1.966430	    2.128176	    1.573663	    1.743038	    0.321202	    0.242771	    0.240940	    1.818418	    1.489738	    1.578851	    2.137636	    1.485771	    1.425956	    2.142214	    1.572137	    1.543145
   581.680	2	0	    0	    0.849775	    0.785687	    0.808576	    1.983520	    1.448844	    1.968872	    2.133059	    1.570611	    1.733272	    0.323339	    0.243687	    0.241550	    1.822995	    1.487602	    1.575799	    2.132753	    1.486992	    1.422293	    2.145876	    1.576410	    1.547417
   581.735	2	0	    0	    0.853132	    0.786908	    0.807660	    1.977417	    1.450065	    1.973754	    2.153506	    1.571527	    1.736934	    0.325780	    0.246433	    0.241855	    1.817197	    1.491264	    1.583734	    2.172427	    1.492790	    1.422599	    2.146487	    1.578546	    1.541924
   581.790	2	0	    0	    0.854963	    0.789044	    0.810101	    1.988098	    1.451591	    1.973449	    2.132143	    1.557183	    1.748531	    0.326390	    0.247044	    0.243687	    1.824216	    1.494011	    1.581903	    2.170901	    1.496147	    1.432975	    2.146487	    1.580682	    1.548028
   581.845	2	0	    0	    0.852827	    0.787518	    0.809491	    1.990234	    1.448844	    1.968261	    2.126040	    1.583429	    1.750057	    0.327001	    0.248875	    0.244602	    1.829404	    1.490654	    1.584039	    2.152285	    1.499504	    1.436637	    2.146487	    1.586481	    1.549554
   581.900	2	0	    0	    0.857710	    0.792096	    0.812238	    1.984131	    1.449149	    1.978332	    2.147707	    1.569696	    1.738766	    0.327916	    0.247654	    0.246128	    1.815366	    1.496452	    1.591669	    2.160830	    1.512322	    1.444877	    2.157473	    1.590143	    1.552300
   581.955	2	0	    0	    0.860456	    0.793317	    0.816510	    1.996948	    1.454643	    1.984131	    2.166629	    1.595331	    1.766537	    0.328527	    0.249180	    0.244907	    1.828794	    1.502556	    1.591669	    2.177615	    1.517510	    1.443656	    2.166934	    1.596246	    1.566339
   582.010	2	0	    0	    0.859541	    0.797284	    0.820172	    2.003052	    1.461051	    1.992981	    2.161440	    1.588312	    1.769284	    0.328527	    0.249485	    0.246128	    1.836423	    1.503777	    1.601434	    2.195010	    1.521172	    1.450065	    2.177005	    1.599298	    1.563897
   582.065	2	0	    0	    0.861677	    0.795758	    0.824445	    2.001831	    1.463188	    1.993591	    2.168765	    1.591363	    1.775998	    0.328832	    0.247959	    0.245823	    1.838254	    1.511711	    1.603265	    2.188602	    1.525444	    1.454032	    2.183719	    1.608759	    1.576410
   582.120	2	0	    0	    0.866255	    0.800946	    0.824750	    2.006409	    1.467155	    2.002747	    2.180056	    1.601740	    1.788815	    0.327001	    0.248875	    0.244907	    1.840085	    1.513542	    1.611200	    2.201114	    1.529412	    1.459831	    2.184024	    1.613642	    1.587701
   582.175	2	0	    0	    0.861982	    0.795148	    0.816815	    2.014343	    1.469291	    2.001831	    2.162661	    1.579461	    1.758602	    0.326085	    0.247959	    0.244297	    1.842832	    1.515068	    1.608148	    2.156863	    1.511711	    1.450675	    2.171511	    1.602350	    1.573968
   582.230	2	0	    0	    0.850080	    0.783246	    0.807660	    1.991455	    1.451286	    1.974060	    2.132753	    1.568475	    1.739071	    0.321813	    0.243992	    0.240635	    1.819638	    1.488212	    1.581903	    2.141909	    1.486381	    1.412528	    2.150149	    1.580072	    1.543450
   582.285	2	0	    0	    0.846418	    0.785077	    0.804303	    1.984741	    1.439384	    1.965820	    2.117800	    1.573968	    1.742428	    0.322728	    0.243381	    0.241245	    1.808652	    1.472343	    1.568780	    2.130922	    1.476005	    1.410086	    2.140688	    1.579767	    1.541924
   582.340	2	0	    0	    0.847639	    0.781720	    0.804608	    1.978637	    1.444877	    1.964294	    2.109560	    1.556268	    1.725643	    0.323033	    0.244602	    0.243076	    1.806821	    1.474479	    1.566644	    2.132448	    1.476310	    1.418021	    2.145266	    1.574578	    1.542840
   582.395	2	0	    0	    0.849470	    0.783856	    0.807050	    1.976501	    1.445487	    1.969787	    2.126955	    1.564508	    1.725643	    0.326390	    0.246738	    0.243381	    1.808347	    1.480888	    1.569085	    2.138857	    1.484550	    1.430533	    2.145876	    1.575494	    1.548333
   582.450	2	0	    0	    0.851911	    0.786908	    0.804303	    1.973449	    1.442435	    1.960937	    2.140383	    1.564813	    1.735103	    0.327916	    0.248569	    0.244297	    1.802548	    1.485466	    1.567254	    2.159915	    1.489738	    1.421683	    2.158083	    1.580377	    1.550164
   582.505	2	0	    0	    0.854353	    0.785687	    0.808881	    1.977722	    1.443656	    1.965820	    2.126345	    1.555352	    1.741512	    0.329137	    0.248569	    0.243992	    1.806210	    1.479362	    1.572137	    2.162051	    1.500420	    1.433890	    2.156863	    1.583734	    1.541619
   582.560	2	0	    0	    0.854353	    0.788739	    0.813764	    1.987793	    1.445487	    1.969482	    2.134279	    1.562676	    1.747921	    0.326696	    0.247959	    0.245212	    1.815671	    1.486076	    1.573968	    2.143435	    1.504692	    1.437552	    2.152895	    1.591974	    1.556573
   582.615	2	0	    0	    0.859236	    0.787518	    0.812848	    1.981689	    1.449149	    1.978027	    2.142824	    1.559319	    1.748531	    0.328527	    0.249790	    0.246128	    1.814145	    1.490349	    1.587701	    2.173342	    1.511101	    1.437552	    2.159304	    1.591058	    1.563897
   582.670	2	0	    0	    0.855879	    0.793011	    0.814679	    1.991760	    1.452506	    1.981994	    2.147707	    1.568475	    1.759213	    0.328527	    0.249790	    0.246128	    1.822080	    1.494316	    1.590753	    2.175174	    1.511101	    1.433890	    2.173037	    1.595636	    1.565728
   582.725	2	0	    0	    0.856794	    0.796674	    0.818036	    1.997559	    1.455863	    1.981384	    2.148928	    1.579767	    1.764706	    0.329442	    0.248569	    0.246738	    1.829099	    1.499504	    1.596551	    2.188907	    1.503777	    1.451286	    2.176089	    1.597162	    1.570306
   582.780	2	0	    0	    0.861372	    0.798199	    0.820783	    2.003052	    1.459220	    1.990845	    2.158083	    1.565728	    1.780575	    0.327916	    0.249485	    0.246433	    1.830930	    1.505608	    1.601434	    2.199588	    1.523613	    1.452811	    2.173648	    1.613642	    1.577630
